CustomerID,Age,Gender,AnnualIncome,TenureYears,PreferredChannel,PreferredCategory,Recency,Frequency,MonetaryValue,AvgBasketSize,LoyaltyMember,Segment,SegmentLabel
CUST00734,18,Male,78323.59,2.15,In-Store,Sports,31,6,2996.67,499.44,0,3,Budget Shoppers
CUST00735,43,Male,111387.4,0.34,In-Store,Home & Garden,9,38,2520.51,66.33,1,0,VIP / Premium Loyalists
CUST00736,43,Male,36838.18,2.13,In-Store,Fashion,48,3,513.89,171.3,1,1,At-Risk / Disengaged
CUST00737,51,Male,93038.69,1.14,Online,Fashion,6,21,2763.49,131.59,0,0,VIP / Premium Loyalists
CUST00738,31,Female,70164.77,0.23,Online,Groceries,159,3,447.34,149.11,1,1,At-Risk / Disengaged
CUST00739,58,Female,124670.96,10.14,In-Store,Home & Garden,8,23,4261.29,185.27,1,4,Steady Regulars
CUST00740,41,Female,110855.66,4.48,Mobile App,Groceries,10,28,4149.91,148.21,1,0,VIP / Premium Loyalists
CUST00741,45,Female,95297.66,1.77,Mobile App,Sports,7,14,6021.67,430.12,1,0,VIP / Premium Loyalists
CUST00742,35,Female,110279.64,1.65,Online,Home & Garden,3,27,4990.92,184.85,1,0,VIP / Premium Loyalists
CUST00743,45,Male,104691.83,2.04,Mobile App,Fashion,56,11,4329.57,393.6,0,3,Budget Shoppers
CUST00744,32,Male,79271.7,1.33,Online,Groceries,59,4,2892.95,723.24,0,3,Budget Shoppers
CUST00745,31,Female,43568.64,1.73,In-Store,Beauty,1,18,768.28,42.68,0,2,Occasional Big Spenders
CUST00746,33,Female,46675.48,1.13,Online,Home & Garden,129,3,388.87,129.62,0,1,At-Risk / Disengaged
CUST00747,51,Female,110389.17,0.89,Online,Fashion,7,21,3955.85,188.37,1,0,VIP / Premium Loyalists
CUST00748,47,Male,60762.75,1.76,In-Store,Electronics,26,6,2958.7,493.12,0,3,Budget Shoppers
CUST00749,35,Male,54337.76,3.83,In-Store,Home & Garden,85,3,373.14,124.38,0,1,At-Risk / Disengaged
CUST00750,24,Male,122786.56,0.3,Online,Home & Garden,46,9,4238.14,470.9,0,3,Budget Shoppers
CUST00751,27,Female,26445.96,0.1,Online,Sports,23,30,597.45,19.92,0,2,Occasional Big Spenders
CUST00752,41,Female,68068.92,0.64,Online,Beauty,125,4,266.75,66.69,0,1,At-Risk / Disengaged
CUST00753,25,Female,125673.84,7.43,In-Store,Sports,43,5,3422.41,684.48,1,3,Budget Shoppers
CUST00754,36,Male,126127.31,0.29,Online,Home & Garden,6,24,3662.51,152.6,0,0,VIP / Premium Loyalists
CUST00755,32,Female,39013.48,1.09,Online,Home & Garden,17,18,660.04,36.67,0,2,Occasional Big Spenders
CUST00756,37,Male,51131.27,1.98,In-Store,Beauty,89,3,180.56,60.19,1,1,At-Risk / Disengaged
CUST00757,38,Male,69723.69,2.31,In-Store,Beauty,43,7,3971.35,567.34,0,3,Budget Shoppers
CUST00758,33,Female,81773.53,0.1,In-Store,Groceries,20,5,2144.02,428.8,0,3,Budget Shoppers
CUST00759,43,Male,39745.49,5.78,In-Store,Fashion,112,3,317.95,105.98,0,1,At-Risk / Disengaged
CUST00760,36,Male,44944.14,4.81,Mobile App,Fashion,124,4,351.13,87.78,0,1,At-Risk / Disengaged
CUST00761,19,Female,35401.82,2.36,Mobile App,Groceries,19,22,496.15,22.55,1,2,Occasional Big Spenders
CUST00762,40,Female,101502.02,9.28,Mobile App,Fashion,12,25,5158.83,206.35,0,4,Steady Regulars
CUST00763,26,Male,33308.93,0.31,In-Store,Home & Garden,21,20,941.37,47.07,0,2,Occasional Big Spenders
CUST00764,30,Female,94293.74,1.75,Online,Groceries,19,6,2213.77,368.96,1,3,Budget Shoppers
CUST00765,26,Male,25958.57,2.15,Mobile App,Groceries,17,8,586.21,73.28,0,2,Occasional Big Spenders
CUST00766,38,Female,79134.35,2.15,Online,Fashion,66,4,2412.41,603.1,0,3,Budget Shoppers
CUST00767,30,Female,35072.39,2.48,Online,Electronics,136,6,143.81,23.97,0,1,At-Risk / Disengaged
CUST00768,18,Female,56900.82,2.52,Online,Fashion,127,2,132.68,66.34,0,1,At-Risk / Disengaged
CUST00769,42,Female,114276.18,0.85,Online,Sports,4,34,3691.67,108.58,1,0,VIP / Premium Loyalists
CUST00770,35,Male,46579.58,5.78,Mobile App,Electronics,163,2,117.31,58.66,1,1,At-Risk / Disengaged
CUST00771,23,Male,42405.38,1.14,In-Store,Groceries,12,15,622.42,41.49,0,2,Occasional Big Spenders
CUST00772,44,Male,24362.55,0.37,In-Store,Electronics,157,3,466.58,155.53,0,1,At-Risk / Disengaged
CUST00773,28,Male,26371.9,0.43,In-Store,Home & Garden,14,20,654.06,32.7,0,2,Occasional Big Spenders
CUST00774,49,Female,93113.43,5.17,Online,Beauty,11,24,2336.45,97.35,0,0,VIP / Premium Loyalists
CUST00775,32,Male,36068.12,4.95,Online,Electronics,208,1,248.54,248.54,0,1,At-Risk / Disengaged
CUST00776,29,Male,39251.92,0.22,In-Store,Sports,30,14,850.05,60.72,0,2,Occasional Big Spenders
CUST00777,29,Male,51545.81,0.13,In-Store,Beauty,4,24,626.99,26.12,1,2,Occasional Big Spenders
CUST00778,46,Other,123466.35,5.63,Online,Home & Garden,40,6,3819.43,636.57,1,3,Budget Shoppers
CUST00779,33,Male,66941.83,0.68,In-Store,Sports,57,7,2123.95,303.42,0,3,Budget Shoppers
CUST00780,33,Female,67513.26,0.88,Online,Beauty,37,4,2519.39,629.85,0,3,Budget Shoppers
CUST00781,23,Male,131406.62,1.01,Online,Home & Garden,64,4,2990.69,747.67,0,3,Budget Shoppers
CUST00782,42,Male,83148.62,4.12,Online,Beauty,52,5,2191.86,438.37,1,3,Budget Shoppers
CUST00783,20,Female,40793.09,3.0,Online,Beauty,25,31,420.04,13.55,1,2,Occasional Big Spenders
CUST00784,51,Female,132263.57,0.3,Mobile App,Fashion,4,28,2536.29,90.58,1,0,VIP / Premium Loyalists
CUST00785,24,Female,40272.43,1.63,Mobile App,Sports,23,21,842.82,40.13,0,2,Occasional Big Spenders
CUST00786,40,Female,66812.73,4.1,Online,Sports,104,4,93.01,23.25,0,1,At-Risk / Disengaged
CUST00787,25,Male,78472.18,2.71,In-Store,Electronics,65,6,2855.7,475.95,0,3,Budget Shoppers
CUST00788,51,Male,125289.56,2.15,In-Store,Sports,4,26,4406.06,169.46,0,0,VIP / Premium Loyalists
CUST00789,44,Female,92966.76,3.63,Online,Sports,5,18,3982.07,221.23,0,0,VIP / Premium Loyalists
CUST00790,50,Male,46097.37,0.76,Online,Beauty,100,3,464.58,154.86,0,1,At-Risk / Disengaged
CUST00791,26,Female,39322.3,0.97,Mobile App,Groceries,17,12,762.63,63.55,0,2,Occasional Big Spenders
CUST00792,40,Female,66028.62,0.23,In-Store,Fashion,35,2,3175.88,1587.94,0,3,Budget Shoppers
CUST00793,40,Male,116479.6,3.94,Mobile App,Electronics,33,5,2441.23,488.25,0,3,Budget Shoppers
CUST00794,31,Female,102831.41,5.1,Online,Fashion,40,5,2568.74,513.75,0,3,Budget Shoppers
CUST00795,22,Male,38422.52,6.8,In-Store,Electronics,1,15,550.58,36.71,0,2,Occasional Big Spenders
CUST00796,55,Male,47621.45,1.14,Online,Home & Garden,105,4,50.0,12.5,0,1,At-Risk / Disengaged
CUST00797,42,Male,55631.84,1.52,Online,Beauty,125,5,235.25,47.05,0,1,At-Risk / Disengaged
CUST00798,46,Female,88721.54,1.87,In-Store,Sports,16,5,2595.16,519.03,0,3,Budget Shoppers
CUST00799,36,Male,68045.96,1.02,Online,Sports,65,5,2457.78,491.56,0,3,Budget Shoppers
CUST00800,54,Female,66079.48,0.42,Online,Groceries,98,3,473.02,157.67,1,1,At-Risk / Disengaged
CUST00801,42,Female,108314.16,0.55,Online,Fashion,84,2,3226.11,1613.06,0,3,Budget Shoppers
CUST00802,24,Female,40277.6,0.14,Online,Fashion,6,21,577.33,27.49,0,2,Occasional Big Spenders
CUST00803,46,Female,95417.53,2.28,In-Store,Fashion,65,3,1868.51,622.84,0,3,Budget Shoppers
CUST00804,18,Male,114657.85,2.51,Online,Sports,23,7,2624.61,374.94,1,3,Budget Shoppers
CUST00805,30,Male,116229.82,2.8,Online,Fashion,3,22,4627.49,210.34,0,0,VIP / Premium Loyalists
CUST00806,39,Female,98744.99,1.43,Online,Beauty,34,8,2514.42,314.3,0,3,Budget Shoppers
CUST00807,29,Female,42146.36,1.16,Online,Electronics,97,4,214.87,53.72,0,1,At-Risk / Disengaged
CUST00808,43,Other,60255.64,2.14,In-Store,Sports,118,2,252.45,126.22,1,1,At-Risk / Disengaged
CUST00809,52,Female,108178.48,6.57,Online,Beauty,7,28,4971.13,177.54,0,0,VIP / Premium Loyalists
CUST00810,27,Female,23346.55,0.1,In-Store,Home & Garden,12,11,719.0,65.36,1,2,Occasional Big Spenders
CUST00811,43,Female,40805.25,0.67,Online,Beauty,118,5,341.02,68.2,1,1,At-Risk / Disengaged
CUST00812,34,Male,39535.75,7.25,Online,Beauty,91,2,164.85,82.42,1,1,At-Risk / Disengaged
CUST00813,20,Female,49145.35,0.77,Mobile App,Home & Garden,18,11,533.72,48.52,0,2,Occasional Big Spenders
CUST00814,36,Female,70070.41,0.29,In-Store,Beauty,150,1,430.3,430.3,0,1,At-Risk / Disengaged
CUST00815,23,Male,46948.08,2.07,Online,Electronics,119,4,430.82,107.7,0,1,At-Risk / Disengaged
CUST00816,31,Other,112230.21,0.12,Mobile App,Sports,36,7,3378.37,482.62,1,3,Budget Shoppers
CUST00817,52,Male,101871.22,1.48,Online,Groceries,39,5,2681.1,536.22,0,3,Budget Shoppers
CUST00818,58,Female,122393.78,12.49,Mobile App,Home & Garden,1,31,5028.93,162.22,0,4,Steady Regulars
CUST00819,18,Female,40961.21,2.77,In-Store,Sports,16,20,493.28,24.66,0,2,Occasional Big Spenders
CUST00820,42,Female,138144.6,3.68,In-Store,Fashion,3,16,4090.56,255.66,1,0,VIP / Premium Loyalists
CUST00821,33,Male,40224.87,4.43,Mobile App,Electronics,54,5,384.38,76.88,1,1,At-Risk / Disengaged
CUST00822,30,Female,40882.73,0.54,Online,Groceries,15,19,643.35,33.86,0,2,Occasional Big Spenders
CUST00823,37,Female,59364.61,4.4,In-Store,Electronics,7,23,4308.45,187.32,1,0,VIP / Premium Loyalists
CUST00824,51,Male,104958.48,0.83,Online,Electronics,11,21,4288.58,204.22,1,0,VIP / Premium Loyalists
CUST00825,43,Female,106277.69,0.72,Online,Fashion,26,3,2277.84,759.28,0,3,Budget Shoppers
CUST00826,27,Female,40682.93,6.02,Online,Groceries,146,3,133.24,44.41,0,1,At-Risk / Disengaged
CUST00827,44,Female,107799.89,12.83,Online,Electronics,13,20,5252.41,262.62,1,4,Steady Regulars
CUST00828,47,Male,119228.5,15.0,In-Store,Fashion,13,21,4193.31,199.68,1,4,Steady Regulars
CUST00829,28,Female,88633.66,1.48,In-Store,Home & Garden,27,8,3982.43,497.8,1,3,Budget Shoppers
CUST00830,58,Female,99797.59,4.36,In-Store,Fashion,11,34,2348.44,69.07,1,0,VIP / Premium Loyalists
CUST00831,25,Male,45624.46,1.96,Online,Beauty,7,20,574.11,28.71,0,2,Occasional Big Spenders
CUST00832,50,Male,131095.56,2.65,Online,Sports,8,29,4239.1,146.18,0,0,VIP / Premium Loyalists
CUST00833,22,Other,34789.91,1.7,Mobile App,Fashion,10,22,604.72,27.49,0,2,Occasional Big Spenders
CUST00834,30,Female,31424.42,1.03,Online,Fashion,18,16,613.94,38.37,0,2,Occasional Big Spenders
CUST00835,42,Female,102509.32,2.8,In-Store,Fashion,4,12,3665.49,305.46,0,0,VIP / Premium Loyalists
CUST00836,47,Male,115940.79,5.36,In-Store,Electronics,3,29,5828.92,201.0,0,0,VIP / Premium Loyalists
CUST00837,49,Male,39140.53,1.11,In-Store,Groceries,101,1,442.34,442.34,1,1,At-Risk / Disengaged
CUST00838,57,Male,114488.34,3.59,In-Store,Fashion,10,22,3492.41,158.75,0,0,VIP / Premium Loyalists
CUST00839,42,Male,90019.91,0.1,Mobile App,Fashion,47,7,2668.26,381.18,0,3,Budget Shoppers
CUST00840,37,Female,103751.03,6.26,Online,Beauty,40,9,2367.28,263.03,0,3,Budget Shoppers
CUST00841,21,Female,31971.36,3.57,Mobile App,Beauty,22,18,698.93,38.83,0,2,Occasional Big Spenders
CUST00842,54,Female,96701.14,1.64,Online,Home & Garden,29,6,3479.07,579.84,1,3,Budget Shoppers
CUST00843,26,Male,32391.9,1.67,Online,Home & Garden,18,17,551.94,32.47,0,2,Occasional Big Spenders
CUST00844,18,Female,49247.46,2.95,Online,Beauty,82,4,347.77,86.94,1,1,At-Risk / Disengaged
CUST00845,23,Male,37934.51,2.1,In-Store,Groceries,9,22,622.71,28.31,0,2,Occasional Big Spenders
CUST00846,47,Male,104071.69,0.44,Online,Home & Garden,2,32,4665.5,145.8,0,0,VIP / Premium Loyalists
CUST00847,31,Female,30523.63,1.96,Online,Sports,1,25,714.08,28.56,0,2,Occasional Big Spenders
CUST00848,18,Female,76589.1,0.16,Online,Sports,83,5,421.47,84.29,0,1,At-Risk / Disengaged
CUST00849,37,Female,115308.32,1.19,Mobile App,Groceries,32,4,3507.19,876.8,1,3,Budget Shoppers
CUST00850,38,Male,87963.38,3.68,Mobile App,Beauty,49,6,2791.5,465.25,1,3,Budget Shoppers
CUST00851,27,Female,23171.62,0.39,In-Store,Home & Garden,11,11,704.09,64.01,0,2,Occasional Big Spenders
CUST00852,44,Female,97941.77,2.32,In-Store,Fashion,56,6,1128.2,188.03,0,3,Budget Shoppers
CUST00853,24,Female,57594.64,0.21,Online,Beauty,4,18,626.94,34.83,1,2,Occasional Big Spenders
CUST00854,51,Male,47765.79,0.36,Online,Home & Garden,135,3,165.5,55.17,0,1,At-Risk / Disengaged
CUST00855,24,Other,23047.7,0.47,Mobile App,Groceries,25,16,409.78,25.61,0,2,Occasional Big Spenders
CUST00856,26,Female,25549.71,1.88,Online,Sports,15,24,900.4,37.52,0,2,Occasional Big Spenders
CUST00857,25,Female,29038.66,0.1,Online,Groceries,14,21,596.18,28.39,1,2,Occasional Big Spenders
CUST00858,43,Male,69611.88,8.12,Online,Home & Garden,10,38,3758.37,98.9,1,0,VIP / Premium Loyalists
CUST00859,31,Male,129177.23,0.44,Online,Groceries,46,4,3399.72,849.93,1,3,Budget Shoppers
CUST00860,29,Male,37894.1,3.51,Online,Home & Garden,18,17,657.64,38.68,0,2,Occasional Big Spenders
CUST00861,42,Male,21425.83,3.33,In-Store,Home & Garden,107,6,207.95,34.66,0,1,At-Risk / Disengaged
CUST00862,40,Female,103597.99,13.29,Online,Groceries,1,16,3314.82,207.18,1,4,Steady Regulars
CUST00863,37,Male,95774.74,3.55,In-Store,Electronics,60,6,2398.14,399.69,1,3,Budget Shoppers
CUST00864,43,Male,135865.99,2.81,Online,Fashion,16,17,4618.01,271.65,1,0,VIP / Premium Loyalists
CUST00865,31,Male,117334.93,0.7,Online,Beauty,6,25,4185.68,167.43,1,0,VIP / Premium Loyalists
CUST00866,29,Male,54149.04,1.41,Online,Sports,42,4,3037.42,759.36,0,3,Budget Shoppers
CUST00867,30,Male,32348.55,0.54,In-Store,Fashion,11,22,604.41,27.47,0,2,Occasional Big Spenders
CUST00868,30,Female,30307.77,4.46,Online,Beauty,14,14,896.16,64.01,1,2,Occasional Big Spenders
CUST00869,37,Female,25649.26,0.63,In-Store,Beauty,177,3,383.71,127.9,0,1,At-Risk / Disengaged
CUST00870,25,Male,28838.0,0.8,In-Store,Sports,131,1,332.82,332.82,1,1,At-Risk / Disengaged
CUST00871,49,Male,151964.43,2.87,In-Store,Fashion,7,28,4114.42,146.94,1,0,VIP / Premium Loyalists
CUST00872,37,Male,32363.97,4.24,Online,Sports,1,27,560.74,20.77,1,2,Occasional Big Spenders
CUST00873,35,Male,93088.51,10.49,Online,Home & Garden,91,5,3157.09,631.42,1,4,Steady Regulars
CUST00874,40,Female,117576.67,7.58,Online,Sports,11,35,2460.98,70.31,0,0,VIP / Premium Loyalists
CUST00875,18,Female,32111.93,0.16,In-Store,Groceries,37,17,765.48,45.03,1,2,Occasional Big Spenders
CUST00876,34,Female,27433.09,0.77,Online,Electronics,17,18,476.87,26.49,0,2,Occasional Big Spenders
CUST00877,31,Female,98170.71,2.91,Mobile App,Electronics,26,5,2823.6,564.72,1,3,Budget Shoppers
CUST00878,40,Male,83312.41,0.1,Mobile App,Electronics,41,10,2137.61,213.76,1,3,Budget Shoppers
CUST00879,28,Female,45897.06,0.1,Online,Fashion,13,17,434.52,25.56,1,2,Occasional Big Spenders
CUST00880,31,Female,40381.01,0.37,Online,Fashion,29,9,419.58,46.62,0,2,Occasional Big Spenders
CUST00881,29,Female,25427.54,1.0,In-Store,Home & Garden,3,7,708.15,101.16,0,2,Occasional Big Spenders
CUST00882,33,Male,61361.54,2.93,Online,Electronics,51,4,3239.33,809.83,0,3,Budget Shoppers
CUST00883,20,Female,20614.28,1.63,Online,Home & Garden,1,15,554.85,36.99,0,2,Occasional Big Spenders
CUST00884,24,Female,25090.83,0.35,Mobile App,Electronics,23,11,573.15,52.1,1,2,Occasional Big Spenders
CUST00885,27,Female,39534.22,0.43,Online,Fashion,100,2,223.74,111.87,1,1,At-Risk / Disengaged
CUST00886,28,Male,24120.25,0.44,Mobile App,Groceries,25,20,865.13,43.26,1,2,Occasional Big Spenders
CUST00887,31,Female,100783.25,5.13,In-Store,Groceries,9,9,3270.61,363.4,0,3,Budget Shoppers
CUST00888,19,Female,23872.85,0.69,In-Store,Groceries,11,17,346.63,20.39,1,2,Occasional Big Spenders
CUST00889,26,Female,40723.94,1.43,Online,Sports,4,10,667.64,66.76,1,2,Occasional Big Spenders
CUST00890,32,Female,43179.59,1.03,Online,Groceries,11,6,646.95,107.82,1,2,Occasional Big Spenders
CUST00891,37,Female,114082.59,1.29,In-Store,Beauty,32,5,2676.71,535.34,0,3,Budget Shoppers
CUST00892,18,Male,38226.86,4.94,Online,Electronics,173,3,356.35,118.78,0,1,At-Risk / Disengaged
CUST00893,32,Female,36597.27,2.35,Online,Groceries,144,1,377.51,377.51,0,1,At-Risk / Disengaged
CUST00894,36,Female,113261.33,1.58,Online,Beauty,4,23,4686.05,203.74,0,0,VIP / Premium Loyalists
CUST00895,44,Female,97999.8,3.87,Online,Beauty,63,7,2123.31,303.33,1,3,Budget Shoppers
CUST00896,23,Male,33737.26,1.96,Online,Beauty,11,32,641.75,20.05,1,2,Occasional Big Spenders
CUST00897,33,Female,22355.17,0.13,In-Store,Home & Garden,25,29,401.87,13.86,0,2,Occasional Big Spenders
CUST00898,44,Female,45618.87,3.62,Online,Home & Garden,108,5,300.09,60.02,0,1,At-Risk / Disengaged
CUST00899,24,Female,44327.33,0.27,Online,Beauty,2,11,620.49,56.41,0,2,Occasional Big Spenders
CUST00900,27,Female,40624.52,0.79,In-Store,Sports,11,19,617.64,32.51,1,2,Occasional Big Spenders
CUST00901,25,Female,51430.55,1.13,Mobile App,Groceries,8,29,605.23,20.87,1,2,Occasional Big Spenders
CUST00902,20,Female,39823.71,1.91,Online,Electronics,21,14,648.91,46.35,1,2,Occasional Big Spenders
CUST00903,32,Male,35006.04,0.1,Online,Sports,20,7,667.05,95.29,0,2,Occasional Big Spenders
CUST00904,32,Male,100273.13,3.06,In-Store,Fashion,27,7,2963.23,423.32,1,3,Budget Shoppers
CUST00905,37,Male,142465.13,2.95,Mobile App,Home & Garden,16,26,5472.32,210.47,0,0,VIP / Premium Loyalists
CUST00906,28,Male,57479.07,0.58,In-Store,Groceries,143,4,153.22,38.3,0,1,At-Risk / Disengaged
CUST00907,45,Female,52572.04,1.23,In-Store,Groceries,155,1,356.15,356.15,0,1,At-Risk / Disengaged
CUST00908,36,Female,96711.26,2.38,Online,Fashion,4,15,3736.52,249.1,0,0,VIP / Premium Loyalists
CUST00909,33,Female,28303.28,0.26,In-Store,Fashion,15,20,629.94,31.5,0,2,Occasional Big Spenders
CUST00910,54,Male,112757.92,2.32,Online,Groceries,16,29,4444.48,153.26,0,0,VIP / Premium Loyalists
CUST00911,40,Male,102186.11,0.99,In-Store,Fashion,82,5,2577.57,515.51,0,3,Budget Shoppers
CUST00912,28,Female,30576.83,0.61,In-Store,Groceries,16,18,537.79,29.88,0,2,Occasional Big Spenders
CUST00913,23,Female,87353.04,0.96,Mobile App,Sports,53,4,1801.22,450.3,0,3,Budget Shoppers
CUST00914,46,Male,95710.08,5.6,Online,Fashion,9,28,4782.68,170.81,0,0,VIP / Premium Loyalists
CUST00915,47,Female,116932.64,3.76,Online,Sports,78,5,2876.7,575.34,0,3,Budget Shoppers
CUST00916,42,Female,65183.07,4.72,In-Store,Sports,8,29,3125.22,107.77,1,0,VIP / Premium Loyalists
CUST00917,25,Male,41835.22,1.09,In-Store,Fashion,18,26,611.18,23.51,0,2,Occasional Big Spenders
CUST00918,47,Female,73074.96,1.98,In-Store,Groceries,134,6,372.42,62.07,0,1,At-Risk / Disengaged
CUST00919,37,Male,45906.0,0.23,Online,Beauty,95,5,404.06,80.81,0,1,At-Risk / Disengaged
CUST00920,25,Female,32269.52,1.7,Online,Groceries,19,21,621.2,29.58,0,2,Occasional Big Spenders
CUST00921,55,Female,38437.72,0.15,In-Store,Electronics,82,2,139.61,69.81,0,1,At-Risk / Disengaged
CUST00922,56,Male,111100.85,7.35,Online,Fashion,6,25,5463.27,218.53,1,0,VIP / Premium Loyalists
CUST00923,34,Female,45004.44,2.42,Mobile App,Home & Garden,111,1,331.71,331.71,1,1,At-Risk / Disengaged
CUST00924,35,Male,55976.72,2.35,Online,Fashion,127,4,285.32,71.33,1,1,At-Risk / Disengaged
CUST00925,36,Female,111749.48,3.7,In-Store,Electronics,9,20,3729.71,186.49,0,0,VIP / Premium Loyalists
CUST00926,28,Male,39079.82,1.37,In-Store,Sports,9,16,319.2,19.95,0,2,Occasional Big Spenders
CUST00927,30,Male,29186.06,0.21,In-Store,Home & Garden,23,12,672.09,56.01,1,2,Occasional Big Spenders
CUST00928,30,Male,67373.83,5.34,Online,Home & Garden,38,4,3418.26,854.56,1,3,Budget Shoppers
CUST00929,37,Female,97659.61,2.69,Mobile App,Groceries,34,6,3871.23,645.21,0,3,Budget Shoppers
CUST00930,23,Female,23466.84,1.9,Online,Beauty,22,14,562.06,40.15,1,2,Occasional Big Spenders
CUST00931,36,Male,35278.46,3.41,In-Store,Groceries,9,12,763.49,63.62,1,2,Occasional Big Spenders
CUST00932,28,Female,15000.0,7.74,Online,Home & Garden,155,1,282.49,282.49,1,1,At-Risk / Disengaged
CUST00933,36,Female,44423.31,3.9,Online,Home & Garden,76,3,527.06,175.69,0,1,At-Risk / Disengaged
CUST00934,30,Female,86198.14,0.28,Online,Beauty,36,5,2558.79,511.76,0,3,Budget Shoppers
CUST00935,31,Female,38587.88,0.44,Online,Fashion,14,13,613.86,47.22,0,2,Occasional Big Spenders
CUST00936,19,Female,19484.76,1.95,Mobile App,Beauty,22,11,334.11,30.37,1,2,Occasional Big Spenders
CUST00937,33,Female,33768.02,0.34,Online,Sports,14,20,467.4,23.37,0,2,Occasional Big Spenders
CUST00938,37,Male,29853.12,3.53,In-Store,Groceries,108,6,187.33,31.22,0,1,At-Risk / Disengaged
CUST00939,32,Male,32556.44,2.58,Mobile App,Fashion,1,28,590.84,21.1,1,2,Occasional Big Spenders
CUST00940,31,Male,115214.96,0.1,Online,Groceries,51,4,2788.58,697.14,1,3,Budget Shoppers
CUST00941,32,Male,26388.95,0.79,In-Store,Beauty,10,23,193.11,8.4,1,2,Occasional Big Spenders
CUST00942,37,Female,85812.04,9.04,Online,Fashion,39,3,3515.76,1171.92,1,3,Budget Shoppers
CUST00943,33,Male,75251.41,2.6,Online,Beauty,79,10,1986.55,198.66,1,1,At-Risk / Disengaged
CUST00944,54,Male,82396.09,1.5,Online,Sports,64,2,367.28,183.64,0,1,At-Risk / Disengaged
CUST00945,23,Female,21868.96,1.01,Mobile App,Electronics,15,12,560.17,46.68,1,2,Occasional Big Spenders
CUST00946,34,Male,38734.04,3.24,Online,Home & Garden,21,9,589.95,65.55,1,2,Occasional Big Spenders
CUST00947,20,Male,38150.99,0.75,In-Store,Fashion,22,15,643.68,42.91,0,2,Occasional Big Spenders
CUST00948,31,Male,65657.68,0.15,In-Store,Home & Garden,119,5,50.0,10.0,0,1,At-Risk / Disengaged
CUST00949,26,Female,55406.63,0.59,Mobile App,Electronics,114,2,459.91,229.96,1,1,At-Risk / Disengaged
CUST00950,46,Male,106861.17,0.46,Online,Fashion,38,7,3146.77,449.54,0,3,Budget Shoppers
CUST00951,43,Male,106561.42,1.78,In-Store,Home & Garden,20,8,2401.21,300.15,1,3,Budget Shoppers
CUST00952,35,Female,62538.73,2.56,In-Store,Home & Garden,61,2,2518.33,1259.16,0,3,Budget Shoppers
CUST00953,22,Female,32349.18,4.5,In-Store,Fashion,26,22,576.32,26.2,0,2,Occasional Big Spenders
CUST00954,39,Female,52265.49,5.34,Mobile App,Home & Garden,101,6,342.98,57.16,0,1,At-Risk / Disengaged
CUST00955,42,Female,124836.45,1.29,Mobile App,Home & Garden,8,18,3877.37,215.41,0,0,VIP / Premium Loyalists
CUST00956,46,Male,108444.55,9.45,Online,Fashion,6,18,4536.87,252.05,0,4,Steady Regulars
CUST00957,27,Male,96021.35,0.56,Online,Home & Garden,47,6,3443.91,573.98,1,3,Budget Shoppers
CUST00958,32,Male,40322.17,2.28,Online,Home & Garden,7,16,381.58,23.85,0,2,Occasional Big Spenders
CUST00959,26,Male,46734.26,0.48,Online,Groceries,19,20,421.36,21.07,0,2,Occasional Big Spenders
CUST00960,44,Male,81988.07,1.52,Online,Sports,40,4,2324.12,581.03,0,3,Budget Shoppers
CUST00961,32,Male,44021.49,1.77,Online,Groceries,1,23,478.42,20.8,0,2,Occasional Big Spenders
CUST00962,46,Female,132328.02,3.7,Online,Electronics,33,7,2038.93,291.28,1,3,Budget Shoppers
CUST00963,39,Female,30768.43,2.42,Mobile App,Groceries,23,17,785.01,46.18,0,2,Occasional Big Spenders
CUST00964,45,Male,81477.73,1.03,Online,Groceries,6,31,3924.54,126.6,0,0,VIP / Premium Loyalists
CUST00965,34,Female,35889.04,2.37,Mobile App,Electronics,26,11,533.51,48.5,0,2,Occasional Big Spenders
CUST00966,43,Male,104401.51,14.45,Online,Home & Garden,6,22,4943.79,224.72,1,4,Steady Regulars
CUST00967,30,Male,92954.0,4.04,In-Store,Home & Garden,43,6,2822.23,470.37,0,3,Budget Shoppers
CUST00968,27,Female,21766.59,1.2,Mobile App,Groceries,7,17,362.46,21.32,0,2,Occasional Big Spenders
CUST00969,26,Male,108220.58,1.43,Online,Electronics,14,6,4302.08,717.01,0,3,Budget Shoppers
CUST00970,33,Male,141471.99,1.15,Online,Home & Garden,6,29,4605.14,158.8,0,0,VIP / Premium Loyalists
CUST00971,51,Male,127172.24,0.6,Online,Beauty,41,1,2225.38,2225.38,1,3,Budget Shoppers
CUST00972,30,Female,54716.76,3.92,Online,Fashion,100,4,316.94,79.24,0,1,At-Risk / Disengaged
CUST00973,36,Female,114772.73,0.22,Mobile App,Fashion,50,6,3434.58,572.43,0,3,Budget Shoppers
CUST00974,27,Male,32948.78,6.67,Mobile App,Sports,4,24,650.54,27.11,0,2,Occasional Big Spenders
CUST00975,24,Female,33987.85,2.03,Online,Fashion,19,24,596.34,24.85,1,2,Occasional Big Spenders
CUST00976,20,Female,34982.3,0.49,Online,Groceries,28,13,859.13,66.09,1,2,Occasional Big Spenders
CUST00977,30,Female,109566.76,0.31,Online,Fashion,47,3,3416.05,1138.68,0,3,Budget Shoppers
CUST00978,20,Female,24672.45,1.41,Online,Fashion,22,22,494.12,22.46,0,2,Occasional Big Spenders
